HP_0000001	false
HP_0004716	HP_0000105
HP_0004716	HP_0000113
HP_0000752	HP_0100022
HP_0005976	HP_0001942
HP_0011777	HP_0000854
HP_0100050	HP_0010168
HP_0100050	HP_0010323
HP_0010802	HP_0000153
HP_0010802	HP_0001000
HP_0010844	HP_0011203
HP_0008070	HP_0011357
HP_0002877	HP_0002791
HP_0000504	HP_0000478
HP_0005715	HP_0002815
HP_0005715	HP_0003071
HP_0000117	HP_0000127
HP_0010458	HP_0000055
HP_0008035	HP_0000510
HP_0011441	HP_0007319
HP_0000957	HP_0001034
HP_0100954	HP_0002538
HP_0100954	HP_0006872
HP_0100452	HP_0010363
HP_0007957	HP_0000481
HP_0011918	HP_0001863
HP_0000751	HP_0000708
HP_0100216	HP_0100080
HP_0100216	HP_0100098
HP_0100102	HP_0100046
HP_0100102	HP_0100088
HP_0011645	HP_0002631
HP_0001845	HP_0001780
HP_0006332	HP_0011064
HP_0006332	HP_0011069
HP_0100275	HP_0001272
HP_0100275	HP_0002283
HP_0007947	HP_0000510
HP_0000222	HP_0000168
HP_0000222	HP_0000962
HP_0100078	HP_0010163
HP_0100078	HP_0010341
HP_0004311	HP_0010974
HP_0003321	HP_0000926
HP_0003321	HP_0004586
HP_0011885	HP_0000478
HP_0011885	HP_0011029
HP_0004327	HP_0004329
HP_0005989	HP_0000464
HP_0005989	HP_0001582
HP_0001822	HP_0010051
HP_0009573	HP_0009543
HP_0009573	HP_0009551
HP_0009573	HP_0009848
HP_0009573	HP_0100904
HP_0006304	HP_0011062
HP_0002634	HP_0002597
HP_0009979	HP_0009973
HP_0009979	HP_0009976
HP_0009979	HP_0010002
HP_0003084	HP_0002757
HP_0003084	HP_0011314
HP_0011450	HP_0002011
HP_0004605	HP_0004599
HP_0009280	HP_0009272
HP_0009280	HP_0009381
HP_0010762	HP_0010622
HP_0009486	HP_0009485
HP_0000675	HP_0011081
HP_0010337	HP_0010321
HP_0010337	HP_0011306
HP_0007588	HP_0007400
HP_0000902	HP_0000772
HP_0001808	HP_0001597
HP_0008605	HP_0000356
HP_0100158	HP_0100056
HP_0100158	HP_0100093
HP_0002917	HP_0004921
HP_0008873	HP_0003498
HP_0100595	HP_0010674
HP_0000319	HP_0000288
HP_0002722	HP_0002719
HP_0005949	HP_0002104
HP_0008050	HP_0000492
HP_0001748	HP_0009799
HP_0003690	HP_0001324
HP_0001319	HP_0001252
HP_0100172	HP_0100069
HP_0100172	HP_0100094
HP_0003616	HP_0200024
HP_0012293	HP_0000811
HP_0004918	HP_0001995
HP_0010200	HP_0010179
HP_0010200	HP_0010183
HP_0007984	HP_0000512
HP_0008940	HP_0002716
HP_0100407	HP_0100398
HP_0001792	HP_0008386
HP_0100858	HP_0002636
HP_0003067	HP_0003019
HP_0008821	HP_0000946
HP_0100426	HP_0010372
HP_0002953	HP_0003468
HP_0011935	HP_0004369
HP_0011935	HP_0011866
HP_0004366	HP_0011013
HP_0100661	HP_0010824
HP_0003220	HP_0011017
HP_0001123	HP_0000504
HP_0100832	HP_0000504
HP_0100832	HP_0004327
HP_0002703	HP_0000929
HP_0100133	HP_0009888
HP_0004006	HP_0003999
HP_0100074	HP_0010170
HP_0100074	HP_0010335
HP_0100660	HP_0100022
HP_0010235	HP_0004288
HP_0010235	HP_0005920
HP_0011591	HP_0011587
HP_0003148	HP_0004356
HP_0100052	HP_0010170
HP_0100052	HP_0010323
HP_0100263	HP_0100262
HP_0100397	HP_0100368
HP_0100397	HP_0100377
HP_0011361	HP_0010720
HP_0011690	HP_0011689
HP_0011538	HP_0011535
HP_0100558	HP_0100556
HP_0100558	HP_0100560
HP_0010424	HP_0010421
HP_0010424	HP_0010429
HP_0008468	HP_0003422
HP_0004278	HP_0001155
HP_0004278	HP_0100238
HP_0007020	HP_0001258
HP_0011316	HP_0011315
HP_0011316	HP_0011318
HP_0001667	HP_0001707
HP_0001667	HP_0001714
HP_0010502	HP_0002979
HP_0010502	HP_0002991
HP_0005451	HP_0004331
HP_0010101	HP_0010066
HP_0006135	HP_0001155
HP_0008673	HP_0000113
HP_0010751	HP_0000306
HP_0010761	HP_0009929
HP_0100383	HP_0100364
HP_0100383	HP_0100374
HP_0100383	HP_0100387
HP_0000807	HP_0000047
HP_0008544	HP_0011039
HP_0008991	HP_0003710
HP_0005021	HP_0003042
HP_0012107	HP_0002991
HP_0002942	HP_0002808
HP_0002942	HP_0100711
HP_0100527	HP_0002103
HP_0100527	HP_0100606
HP_0009521	HP_0009496
HP_0009521	HP_0009500
HP_0009521	HP_0010265
HP_0007905	HP_0000525
HP_0003320	HP_0003308
HP_0003320	HP_0008440
HP_0007517	HP_0000973
HP_0007517	HP_0007605
HP_0007517	HP_0100871
HP_0007517	HP_0100872
HP_0005242	HP_0005912
HP_0000629	HP_0000606
HP_0010633	HP_0000458
HP_0010539	HP_0002683
HP_0010482	HP_0010884
HP_0003722	HP_0000467
HP_0001061	HP_0011123
HP_0100256	HP_0007367
HP_0008293	HP_0003215
HP_0004132	HP_0000436
HP_0005450	HP_0011001
HP_0001056	HP_0011355
HP_0011105	HP_0011104
HP_0008162	HP_0001987
HP_0003390	HP_0000763
HP_0003390	HP_0003477
HP_0003774	HP_0000083
HP_0000273	HP_0005324
HP_0011679	HP_0001636
HP_0006480	HP_0000164
HP_0004099	HP_0011297
HP_0010707	HP_0006101
HP_0005961	HP_0010909
HP_0011874	HP_0001873
HP_0012197	HP_0008261
HP_0010066	HP_0010057
HP_0010066	HP_0010181
HP_0005245	HP_0002242
HP_0006813	HP_0002266
HP_0001934	HP_0001892
HP_0010249	HP_0010231
HP_0010249	HP_0010243
HP_0005236	HP_0001733
HP_0002491	HP_0000301
HP_0002491	HP_0001257
HP_0002501	HP_0001257
HP_0009384	HP_0009152
HP_0009384	HP_0010230
HP_0004936	HP_0001977
HP_0003834	HP_0003043
HP_0002234	HP_0011360
HP_0004814	HP_0001878
HP_0006202	HP_0004243
HP_0006202	HP_0009699
HP_0003542	HP_0004366
HP_0010331	HP_0010320
HP_0010331	HP_0011306
HP_0011895	HP_0001903
HP_0008213	HP_0000830
HP_0001699	HP_0011420
HP_0000554	HP_0000553
HP_0000554	HP_0100533
HP_0007461	HP_0001028
HP_0005344	HP_0011004
HP_0002564	HP_0001627
HP_0011463	HP_0011007
HP_0002817	HP_0002813
HP_0009158	HP_0009385
HP_0011231	HP_0000499
HP_0008467	HP_0002937
HP_0001941	HP_0004360
HP_0002506	HP_0002059
HP_0002506	HP_0002283
HP_0003329	HP_0003328
HP_0009426	HP_0001204
HP_0009426	HP_0009357
HP_0009426	HP_0009435
HP_0100934	HP_0100929
HP_0100934	HP_0100946
HP_0004463	HP_0006958
HP_0010908	HP_0010899
HP_0010849	HP_0010850
HP_0004959	HP_0001724
HP_0006233	HP_0004268
HP_0200041	HP_0011355
HP_0100864	HP_0009108
HP_0000250	HP_0002683
HP_0000250	HP_0004330
HP_0010981	HP_0010979
HP_0001001	HP_0009124
HP_0001001	HP_0011354
HP_0000699	HP_0000692
HP_0100488	HP_0001440
HP_0100488	HP_0010073
HP_0100488	HP_0010091
HP_0100488	HP_0100237
HP_0100088	HP_0010323
HP_0001430	HP_0001437
HP_0003851	HP_0009809
HP_0000386	HP_0000400
HP_0006962	HP_0002317
HP_0005143	HP_0011660
HP_0100125	HP_0100047
HP_0100125	HP_0100090
HP_0100607	HP_0000140
HP_0000190	HP_0000163
HP_0100356	HP_0010327
HP_0003848	HP_0009809
HP_0011248	HP_0009896
HP_0010939	HP_0010937
HP_0006628	HP_0006714
HP_0006628	HP_0011863
HP_0003416	HP_0000925
HP_0010282	HP_0000178
HP_0007700	HP_0000593
HP_0002833	HP_0012062
HP_0009067	HP_0007269
HP_0002414	HP_0010301
HP_0011993	HP_0011990
HP_0008846	HP_0001511
HP_0000545	HP_0000539
HP_0005739	HP_0003048
HP_0006858	HP_0002936
HP_0006858	HP_0010831
HP_0011528	HP_0007649
HP_0100828	HP_0011839
HP_0100828	HP_0100827
HP_0010445	HP_0001631
HP_0010445	HP_0006695
HP_0100355	HP_0010345
HP_0005129	HP_0001712
HP_0005421	HP_0004431
HP_0009809	HP_0000944
HP_0009809	HP_0002817
HP_0005104	HP_0009935
HP_0007352	HP_0001317
HP_0007352	HP_0010766
HP_0009016	HP_0001467
HP_0009016	HP_0009004
HP_0008017	HP_0007894
HP_0009017	HP_0008887
HP_0100839	HP_0001392
HP_0010130	HP_0010116
HP_0010130	HP_0010126
HP_0007277	HP_0002450
HP_0009595	HP_0001067
HP_0008188	HP_0011772
HP_0011890	HP_0001892
HP_0000636	HP_0000625
HP_0100464	HP_0010208
HP_0100464	HP_0010364
HP_0100464	HP_0100932
HP_0008828	HP_0002663
HP_0008828	HP_0009107
HP_0008828	HP_0010574
HP_0004798	HP_0002719
HP_0004798	HP_0011024
HP_0000309	HP_0000271
HP_0007962	HP_0001131
HP_0008187	HP_0008373
HP_0011327	HP_0001357
HP_0005211	HP_0002566
HP_0002381	HP_0002167
HP_0011765	HP_0010625
HP_0011977	HP_0004354
HP_0003698	HP_0004302
HP_0008972	HP_0011922
HP_0007868	HP_0000608
HP_0012132	HP_0012131
HP_0010562	HP_0000987
HP_0100200	HP_0100075
HP_0100200	HP_0100096
HP_0003398	HP_0000759
HP_0100342	HP_0010332
HP_0011433	HP_0011436
HP_0008369	HP_0001850
HP_0008369	HP_0010675
HP_0004379	HP_0001939
HP_0009545	HP_0009541
HP_0009545	HP_0009700
HP_0009545	HP_0009773
HP_0011153	HP_0007359
HP_0100962	HP_0100851
HP_0009349	HP_0009333
HP_0009349	HP_0009413
HP_0009349	HP_0010271
HP_0004490	HP_0004437
HP_0010637	HP_0000502
HP_0010637	HP_0011034
HP_0100745	HP_0009811
HP_0000431	HP_0000422
HP_0010364	HP_0010178
HP_0010364	HP_0010330
HP_0010364	HP_0100927
HP_0009435	HP_0004172
HP_0009435	HP_0009445
HP_0009435	HP_0009849
HP_0000743	HP_0100022
HP_0004557	HP_0002948
HP_0010443	HP_0002823
HP_0100471	HP_0010377
HP_0006009	HP_0009803
HP_0002571	HP_0002031
HP_0002571	HP_0002579
HP_0010265	HP_0010236
HP_0010265	HP_0010244
HP_0006702	HP_0006704
HP_0002169	HP_0100022
HP_0004448	HP_0006554
HP_0003354	HP_0003112
HP_0003354	HP_0010900
HP_0001646	HP_0001654
HP_0003913	HP_0003850
HP_0003913	HP_0003907
HP_0011742	HP_0011732
HP_0009829	HP_0009815
HP_0009829	HP_0011314
HP_0006608	HP_0000894
HP_0003406	HP_0000759
HP_0001678	HP_0005150
HP_0007479	HP_0007431
HP_0009350	HP_0009333
HP_0009350	HP_0009414
HP_0009350	HP_0010272
HP_0003884	HP_0003063
HP_0010816	HP_0003764
HP_0011733	HP_0000834
HP_0010566	HP_0011792
HP_0003836	HP_0003043
HP_0008311	HP_0002143
HP_0005588	HP_0000982
HP_0009187	HP_0009198
HP_0009187	HP_0009383
HP_0009187	HP_0010247
HP_0007500	HP_0000971
HP_0006896	HP_0000738
HP_0100312	HP_0100620
HP_0100312	HP_0100835
HP_0100312	HP_0100836
HP_0011332	HP_0000324
HP_0000237	HP_0000236
HP_0002375	HP_0002374
HP_0011038	HP_0000082
HP_0010312	HP_0000769
HP_0011738	HP_0011734
HP_0003431	HP_0000762
HP_0003431	HP_0002450
HP_0010407	HP_0010350
HP_0010407	HP_0010357
HP_0000922	HP_0000887
HP_0100743	HP_0002034
HP_0100743	HP_0100834
HP_0010860	HP_0001623
HP_0200034	HP_0011355
HP_0006088	HP_0010554
HP_0002737	HP_0002693
HP_0006308	HP_0006477
HP_0010437	HP_0010395
HP_0010437	HP_0010431
HP_0001702	HP_0006705
HP_0002203	HP_0004347
HP_0010774	HP_0005120
HP_0006964	HP_0007369
HP_0010371	HP_0010173
HP_0010371	HP_0010336
HP_0100036	HP_0003103
HP_0009174	HP_0004188
HP_0009174	HP_0005920
HP_0011831	HP_0000436
HP_0006339	HP_0011065
HP_0010313	HP_0000769
HP_0010472	HP_0001939
HP_0011855	HP_0000600
HP_0003248	HP_0000062
HP_0001116	HP_0000480
HP_0001116	HP_0001103
HP_0200030	HP_0200029
HP_0004970	HP_0005111
HP_0003347	HP_0004332
HP_0011020	HP_0004371
HP_0004411	HP_0000419
HP_0004794	HP_0002244
HP_0004794	HP_0002566
HP_0009102	HP_0000689
HP_0100477	HP_0001859
HP_0100477	HP_0100471
HP_0007509	HP_0009123
HP_0011532	HP_0001147
HP_0009881	HP_0009380
HP_0009881	HP_0009802
HP_0009881	HP_0009835
HP_0009668	HP_0009663
HP_0009668	HP_0009690
HP_0009668	HP_0010261
HP_0008458	HP_0002650
HP_0011762	HP_0002893
HP_0005574	HP_0000114
HP_0009025	HP_0003549
HP_0008061	HP_0000479
HP_0008061	HP_0008057
HP_0012289	HP_0012288
HP_0010214	HP_0010212
HP_0007858	HP_0000532
HP_0001399	HP_0001410
HP_0003878	HP_0003063
HP_0000679	HP_0006479
HP_0000679	HP_0006486
HP_0000679	HP_0011071
HP_0006763	HP_0100743
HP_0005892	HP_0005928
HP_0005892	HP_0005929
HP_0010036	HP_0005914
HP_0010036	HP_0010010
HP_0002826	HP_0002644
HP_0003985	HP_0002997
HP_0003985	HP_0003960
HP_0002875	HP_0002094
HP_0001880	HP_0001879
HP_0001880	HP_0001974
HP_0004684	HP_0003028
HP_0010186	HP_0010174
HP_0010186	HP_0010182
HP_0011476	HP_0000407
HP_0005310	HP_0002633
HP_0005726	HP_0009778
HP_0002678	HP_0002648
HP_0006059	HP_0005913
HP_0006059	HP_0010579
HP_0007123	HP_0000726
HP_0003572	HP_0011965
HP_0011617	HP_0011615
HP_0010314	HP_0000826
HP_0002415	HP_0011400
HP_0011784	HP_0000836
HP_0010699	HP_0100018
HP_0002041	HP_0002014
HP_0100929	HP_0100924
HP_0000511	HP_0000605
HP_0011398	HP_0011442
HP_0006402	HP_0009815
HP_0003621	HP_0011007
HP_0005722	HP_0005639
HP_0001775	HP_0008365
HP_0006000	HP_0000069
HP_0004729	HP_0001970
HP_0007738	HP_0000496
HP_0002190	HP_0007376
HP_0002355	HP_0001288
HP_0002355	HP_0004302
HP_0100082	HP_0010167
HP_0100082	HP_0010341
HP_0000929	HP_0000234
HP_0000929	HP_0009121
HP_0008166	HP_0004342
HP_0007099	HP_0002308
HP_0002912	HP_0004341
HP_0002912	HP_0010995
HP_0004780	HP_0000998
HP_0005304	HP_0004930
HP_0002900	HP_0011042
HP_0008160	HP_0003215
HP_0011792	HP_0002664
HP_0011856	HP_0100738
HP_0010377	HP_0010179
HP_0010377	HP_0010336
HP_0010377	HP_0100235
HP_0002691	HP_0002648
HP_0002692	HP_0011821
HP_0002700	HP_0002699
HP_0000166	HP_0000704
HP_0000609	HP_0002977
HP_0000609	HP_0008058
HP_0006688	HP_0001649
HP_0012200	HP_0003256
HP_0007525	HP_0001001
HP_0008064	HP_0011368
HP_0006485	HP_0001592
HP_0006485	HP_0011064
HP_0009332	HP_0009320
HP_0009332	HP_0009357
HP_0009332	HP_0010243
HP_0002329	HP_0004372
HP_0002516	HP_0002118
HP_0010366	HP_0010180
HP_0010366	HP_0010330
HP_0002540	HP_0001288
HP_0002621	HP_0002634
HP_0100009	HP_0002858
HP_0006703	HP_0002088
HP_0009233	HP_0009150
HP_0009233	HP_0009378
HP_0009233	HP_0009858
HP_0010511	HP_0001780
HP_0010326	HP_0010319
HP_0009558	HP_0009542
HP_0009558	HP_0009547
HP_0009558	HP_0009836
HP_0003910	HP_0003051
HP_0003910	HP_0003907
HP_0000900	HP_0000772
HP_0012057	HP_0012056
HP_0000965	HP_0011276
HP_0002590	HP_0002595
HP_0003019	HP_0009810
HP_0000879	HP_0006714
HP_0001283	HP_0001324
HP_0001283	HP_0002363
HP_0006558	HP_0001392
HP_0012213	HP_0012212
HP_0003934	HP_0003926
HP_0011636	HP_0006704
HP_0007913	HP_0000556
HP_0100633	HP_0002031
HP_0100633	HP_0004386
HP_0100409	HP_0100400
HP_0000189	HP_0000174
HP_0000932	HP_0002693
HP_0002000	HP_0009929
HP_0010947	HP_0010948
HP_0011916	HP_0001436
HP_0011048	HP_0006355
HP_0002586	HP_0002585
HP_0100707	HP_0100705
HP_0011661	HP_0011660
HP_0000703	HP_0010299
HP_0009411	HP_0009320
HP_0009411	HP_0010229
HP_0001396	HP_0004297
HP_0010027	HP_0001230
HP_0010027	HP_0009852
HP_0010027	HP_0010009
HP_0100261	HP_0011842
HP_0008462	HP_0005881
HP_0008315	HP_0003234
HP_0012074	HP_0007686
HP_0006285	HP_0000682
HP_0009783	HP_0009782
HP_0009783	HP_0100854
HP_0011715	HP_0011710
HP_0002635	HP_0002621
HP_0011997	HP_0002151
HP_0011526	HP_0000517
HP_0010866	HP_0004298
HP_0010866	HP_0100656
HP_0004293	HP_0009705
HP_0004293	HP_0100328
HP_0007943	HP_0000381
HP_0008696	HP_0009726
HP_0008696	HP_0010566
HP_0000202	HP_0000153
HP_0000802	HP_0000080
HP_0000802	HP_0100639
HP_0001088	HP_0008034
HP_0000136	HP_0000130
HP_0008282	HP_0002904
HP_0100942	HP_0100929
HP_0100942	HP_0100948
HP_0011030	HP_0010929
HP_0002442	HP_0001328
HP_0011438	HP_0002686
HP_0001279	HP_0001626
HP_0011578	HP_0006695
HP_0005544	HP_0005558
HP_0007369	HP_0002060
HP_0007369	HP_0002977
HP_0007369	HP_0007367
HP_0003352	HP_0002916
HP_0008734	HP_0000050
HP_0008734	HP_0010468
HP_0005645	HP_0005108
HP_0005645	HP_0010766
HP_0011214	HP_0010852
HP_0001707	HP_0001713
HP_0002086	HP_0000118
HP_0011086	HP_0000703
HP_0002091	HP_0002088
HP_0100431	HP_0010360
HP_0005430	HP_0005420
HP_0005369	HP_0004431
HP_0003031	HP_0002997
HP_0003031	HP_0003956
HP_0002661	HP_0002659
HP_0003593	HP_0011007
HP_0001837	HP_0001780
HP_0010245	HP_0005920
HP_0010245	HP_0009834
HP_0011966	HP_0011965
HP_0000736	HP_0000708
HP_0011474	HP_0000407
HP_0010464	HP_0008724
HP_0008935	HP_0001319
HP_0002835	HP_0002795
HP_0007081	HP_0003560
HP_0010181	HP_0010161
HP_0007945	HP_0000610
HP_0008857	HP_0003521
HP_0012243	HP_0000078
HP_0010783	HP_0011276
HP_0010810	HP_0000172
HP_0002490	HP_0002921
HP_0009589	HP_0009588
HP_0007401	HP_0000608
HP_0009761	HP_0008428
HP_0100554	HP_0001528
HP_0100554	HP_0100560
HP_0009638	HP_0005819
HP_0009638	HP_0009629
HP_0009638	HP_0009660
HP_0005446	HP_0000277
HP_0100113	HP_0100046
HP_0100113	HP_0100089
HP_0011260	HP_0009902
HP_0006707	HP_0001392
HP_0009037	HP_0007269
HP_0006163	HP_0006261
HP_0005290	HP_0005344
HP_0002608	HP_0002244
HP_0002608	HP_0100326
HP_0007354	HP_0007373
HP_0011052	HP_0011051
HP_0005956	HP_0001600
HP_0000147	HP_0000138
HP_0000324	HP_0001999
HP_0010304	HP_0010303
HP_0008390	HP_0001597
HP_0005512	HP_0011993
HP_0010499	HP_0003045
HP_0010988	HP_0003256
HP_0008607	HP_0000405
HP_0003768	HP_0003470
HP_0008631	HP_0000069
HP_0010305	HP_0008517
HP_0011118	HP_0011113
HP_0001180	HP_0009380
HP_0001180	HP_0012165
HP_0011241	HP_0011244
HP_0004482	HP_0000256
HP_0003974	HP_0003953
HP_0003974	HP_0006501
HP_0003974	HP_0009822
HP_0004586	HP_0003312
HP_0010279	HP_0000326
HP_0004857	HP_0001972
HP_0011960	HP_0002171
HP_0007266	HP_0011400
HP_0010107	HP_0010085
HP_0010107	HP_0010111
HP_0000321	HP_0001999
HP_0009544	HP_0009541
HP_0010728	HP_0008061
HP_0004340	HP_0100508
HP_0011303	HP_0100872
HP_0006459	HP_0002997
HP_0001172	HP_0001167
HP_0009473	HP_0001155
HP_0009473	HP_0009810
HP_0009473	HP_0100360
HP_0003527	HP_0011023
HP_0003833	HP_0003832
HP_0002971	HP_0004332
HP_0010945	HP_0010946
HP_0010945	HP_0011425
HP_0005590	HP_0001053
HP_0010488	HP_0010490
HP_0003553	HP_0002721
HP_0003553	HP_0100658
HP_0005766	HP_0005736
HP_0009799	HP_0001743
HP_0000023	HP_0004299
HP_0007508	HP_0000962
HP_0007979	HP_0000640
HP_0007979	HP_0000666
HP_0001871	HP_0000118
HP_0010013	HP_0001163
HP_0003323	HP_0001324
HP_0001600	HP_0002087
HP_0012226	HP_0009792
HP_0001334	HP_0000238
HP_0004688	HP_0001850
HP_0010421	HP_0010193
HP_0010421	HP_0010355
HP_0010421	HP_0010356
HP_0011194	HP_0011193
HP_0008948	HP_0007126
HP_0100138	HP_0100058
HP_0100138	HP_0100091
HP_0002002	HP_0000288
HP_0006189	HP_0001018
HP_0008194	HP_0008261
HP_0009245	HP_0004225
HP_0009245	HP_0009378
HP_0009245	HP_0009875
HP_0012295	HP_0009833
HP_0002518	HP_0002352
HP_0006748	HP_0002666
HP_0006748	HP_0100642
HP_0008169	HP_0010988
HP_0008424	HP_0008417
HP_0010490	HP_0001018
HP_0004828	HP_0012150
HP_0002696	HP_0002648
HP_0011056	HP_0011055
HP_0010537	HP_0011329
HP_0001402	HP_0002896
HP_0005403	HP_0011839
HP_0000744	HP_0100851
HP_0002076	HP_0002315
HP_0001410	HP_0001392
HP_0010833	HP_0010832
HP_0003207	HP_0004934
HP_0003207	HP_0011004
HP_0003384	HP_0000764
HP_0003081	HP_0011865
HP_0010230	HP_0005920
HP_0010230	HP_0010579
HP_0007710	HP_0004327
HP_0008454	HP_0100712
HP_0007269	HP_0003202
HP_0006433	HP_0002818
HP_0003193	HP_0002257
HP_0003193	HP_0100326
HP_0005004	HP_0004002
HP_0005004	HP_0010597
HP_0007801	HP_0011512
HP_0000620	HP_0000614
HP_0100127	HP_0100049
HP_0100127	HP_0100090
HP_0100100	HP_0100044
HP_0100100	HP_0100088
HP_0008357	HP_0010990
HP_0005487	HP_0005556
HP_0100253	HP_0000940
HP_0001428	HP_0000005
HP_0011287	HP_0011195
HP_0008490	HP_0003422
HP_0100141	HP_0100061
HP_0100141	HP_0100091
HP_0003157	HP_0000759
HP_0002965	HP_0002963
HP_0001057	HP_0008065
HP_0011722	HP_0005160
HP_0006529	HP_0002088
HP_0006529	HP_0100763
HP_0011264	HP_0011039
HP_0100481	HP_0010390
HP_0100481	HP_0100237
HP_0100481	HP_0100471
HP_0100481	HP_0100474
HP_0003111	HP_0001939
HP_0008969	HP_0003552
HP_0100140	HP_0100060
HP_0100140	HP_0100091
HP_0008707	HP_0000045
HP_0002150	HP_0004363
HP_0002150	HP_0011280
HP_0100753	HP_0000708
HP_0100773	HP_0002763
HP_0002345	HP_0001337
HP_0003170	HP_0001384
HP_0000646	HP_0000505
HP_0001040	HP_0001059
HP_0100484	HP_0001440
HP_0100484	HP_0010390
HP_0100484	HP_0100473
HP_0002668	HP_0100634
HP_0010920	HP_0000518
HP_0007506	HP_0007383
HP_0009528	HP_0009492
HP_0009528	HP_0009501
HP_0009528	HP_0010272
HP_0000718	HP_0006919
HP_0001084	HP_0008011
HP_0002451	HP_0001332
HP_0011391	HP_0011390
HP_0002951	HP_0006817
HP_0100720	HP_0000377
HP_0011172	HP_0002373
HP_0007404	HP_0000982
HP_0011456	HP_0008628
HP_0007661	HP_0000532
HP_0001874	HP_0001911
HP_0011375	HP_0011395
HP_0100693	HP_0000525
HP_0001231	HP_0001597
HP_0011638	HP_0011637
HP_0012188	HP_0002686
HP_0008671	HP_0000083
HP_0000176	HP_0000175
HP_0010676	HP_0002595
HP_0010210	HP_0010180
HP_0010210	HP_0010184
HP_0100204	HP_0100079
HP_0100204	HP_0100097
HP_0011331	HP_0000324
HP_0007210	HP_0003202
HP_0011409	HP_0001194
HP_0006554	HP_0001399
HP_0002227	HP_0000499
HP_0002227	HP_0009887
HP_0007599	HP_0007440
HP_0002521	HP_0011198
HP_0009769	HP_0005918
HP_0011956	HP_0002242
HP_0002370	HP_0002311
HP_0009960	HP_0009959
HP_0009960	HP_0009998
HP_0007990	HP_0007676
HP_0000501	HP_0000478
HP_0007795	HP_0100019
HP_0012116	HP_0010876
HP_0009358	HP_0009316
HP_0003713	HP_0004303
HP_0003623	HP_0011007
HP_0100822	HP_0002035
HP_0100822	HP_0100672
HP_0100913	HP_0100916
HP_0100913	HP_0100922
HP_0010999	HP_0011000
HP_0009793	HP_0005107
HP_0009793	HP_0009792
HP_0003107	HP_0003119
HP_0003637	HP_0010996
HP_0011290	HP_0011195
HP_0200005	HP_0008050
HP_0003105	HP_0011314
HP_0005305	HP_0004936
HP_0003547	HP_0001435
HP_0003547	HP_0003325
HP_0006358	HP_0011063
HP_0009199	HP_0009153
HP_0009199	HP_0009387
HP_0009199	HP_0010273
HP_0011659	HP_0001636
HP_0011659	HP_0005134
HP_0007744	HP_0000612
HP_0100568	HP_0000818
HP_0100568	HP_0011793
HP_0009431	HP_0004172
HP_0009431	HP_0009441
HP_0009431	HP_0009845
HP_0100775	HP_0010303
HP_0008075	HP_0001761
HP_0009347	HP_0009333
HP_0009347	HP_0009411
HP_0009347	HP_0010269
HP_0002265	HP_0000400
HP_0005585	HP_0007400
HP_0004386	HP_0011024
HP_0001025	HP_0011276
HP_0002205	HP_0002719
HP_0002205	HP_0011947
HP_0004059	HP_0006501
HP_0004059	HP_0009486
HP_0012066	HP_0010471
HP_0009714	HP_0000022
HP_0001693	HP_0011025
HP_0100544	HP_0001627
HP_0100544	HP_0011793
HP_0009932	HP_0100597
HP_0002383	HP_0011450
HP_0000451	HP_0000436
HP_0000611	HP_0000589
HP_0000611	HP_0000610
HP_0012143	HP_0005561
HP_0001250	HP_0002011
HP_0009735	HP_0001067
HP_0002659	HP_0011843
HP_0008726	HP_0011026
HP_0000434	HP_0000433
HP_0000434	HP_0100579
HP_0100564	HP_0100561
HP_0009967	HP_0009960
HP_0009967	HP_0009964
HP_0009967	HP_0010000
HP_0100689	HP_0011486
HP_0001785	HP_0003028
HP_0011175	HP_0011167
HP_0004592	HP_0000926
HP_0011321	HP_0011320
HP_0007262	HP_0011096
HP_0100915	HP_0009832
HP_0100915	HP_0100899
HP_0005495	HP_0005556
HP_0008724	HP_0010462
HP_0011062	HP_0000676
HP_0011062	HP_0000692
HP_0100628	HP_0002031
HP_0009549	HP_0004095
HP_0009549	HP_0009541
HP_0009549	HP_0009770
HP_0008754	HP_0001600
HP_0008754	HP_0010766
HP_0011028	HP_0011025
HP_0010603	HP_0100612
HP_0003045	HP_0002815
HP_0004661	HP_0010628
HP_0100905	HP_0100916
HP_0100905	HP_0100919
HP_0005409	HP_0005435
HP_0004878	HP_0002093
HP_0006511	HP_0001600
HP_0011845	HP_0010743
HP_0010877	HP_0000486
HP_0010257	HP_0010228
HP_0010257	HP_0010244
HP_0003657	HP_0004356
HP_0005925	HP_0001155
HP_0005925	HP_0009808
HP_0011206	HP_0010845
HP_0001344	HP_0000750
HP_0001344	HP_0002167
HP_0008477	HP_0011041
HP_0010773	HP_0010772
HP_0000939	HP_0004349
HP_0011939	HP_0010554
HP_0011939	HP_0010621
HP_0000602	HP_0000597
HP_0011217	HP_0002648
HP_0010065	HP_0010057
HP_0010065	HP_0010180
HP_0007829	HP_0000546
HP_0000829	HP_0011767
HP_0006921	HP_0003552
HP_0010594	HP_0010593
HP_0100206	HP_0100081
HP_0100206	HP_0100097
HP_0009437	HP_0004172
HP_0009437	HP_0009447
HP_0000061	HP_0000055
HP_0000061	HP_0000062
HP_0011092	HP_0011070
HP_0009921	HP_0000496
HP_0100611	HP_0000095
HP_0003457	HP_0011804
HP_0100318	HP_0100314
HP_0004962	HP_0001679
HP_0004962	HP_0003207
HP_0005922	HP_0001155
HP_0005340	HP_0000009
