HP_0000001	false
HP_0003217	HP_0010903
HP_0008388	HP_0001597
HP_0011140	HP_0011024
HP_0006172	HP_0003053
HP_0006172	HP_0003071
HP_0100867	HP_0002246
HP_0001829	HP_0001780
HP_0001829	HP_0009136
HP_0001829	HP_0010442
HP_0011146	HP_0001250
HP_0007221	HP_0002078
HP_0100001	HP_0011793
HP_0012139	HP_0012137
HP_0009882	HP_0009381
HP_0009882	HP_0009803
HP_0009882	HP_0009835
HP_0011763	HP_0011750
HP_0008936	HP_0001252
HP_0003423	HP_0002751
HP_0003423	HP_0002944
HP_0003423	HP_0005619
HP_0006389	HP_0005085
HP_0008517	HP_0005107
HP_0008517	HP_0008518
HP_0009202	HP_0009153
HP_0009202	HP_0009386
HP_0009202	HP_0010272
HP_0010769	HP_0010767
HP_0000123	HP_0012211
HP_0002299	HP_0010719
HP_0002595	HP_0002242
HP_0002595	HP_0002579
HP_0002595	HP_0005214
HP_0003947	HP_0003840
HP_0003947	HP_0003946
HP_0009698	HP_0001220
HP_0000952	HP_0001005
HP_0000952	HP_0001396
HP_0004207	HP_0001167
HP_0006504	HP_0000940
HP_0006504	HP_0002813
HP_0005655	HP_0002762
HP_0002324	HP_0002323
HP_0001591	HP_0100625
HP_0004722	HP_0000095
HP_0006889	HP_0001249
HP_0008434	HP_0008417
HP_0008434	HP_0011041
HP_0001194	HP_0001197
HP_0008393	HP_0008388
HP_0009155	HP_0009153
HP_0009155	HP_0009384
HP_0009155	HP_0010270
HP_0100053	HP_0010171
HP_0100053	HP_0010323
HP_0008760	HP_0006919
HP_0010375	HP_0010177
HP_0010375	HP_0010336
HP_0010127	HP_0010113
HP_0010127	HP_0010126
HP_0100941	HP_0100928
HP_0100941	HP_0100948
HP_0002846	HP_0004332
HP_0001726	HP_0001654
HP_0007534	HP_0011361
HP_0000989	HP_0011122
HP_0008368	HP_0001850
HP_0008368	HP_0009140
HP_0008368	HP_0100266
HP_0000476	HP_0000464
HP_0005404	HP_0010975
HP_0005404	HP_0100827
HP_0002515	HP_0001288
HP_0006265	HP_0001167
HP_0006265	HP_0005927
HP_0011385	HP_0011384
HP_0001977	HP_0001871
HP_0011808	HP_0002600
HP_0011869	HP_0001872
HP_0009943	HP_0009942
HP_0009943	HP_0009998
HP_0012299	HP_0009832
HP_0003573	HP_0002904
HP_0008929	HP_0004322
HP_0009658	HP_0009602
HP_0009658	HP_0009767
HP_0002530	HP_0001332
HP_0002290	HP_0011365
HP_0100068	HP_0010164
HP_0100068	HP_0010335
HP_0002050	HP_0000053
HP_0008345	HP_0007676
HP_0100575	HP_0005264
HP_0100575	HP_0100574
HP_0004887	HP_0002093
HP_0010400	HP_0010208
HP_0010400	HP_0010352
HP_0010400	HP_0010358
HP_0010400	HP_0100931
HP_0100729	HP_0001999
HP_0003455	HP_0010964
HP_0006918	HP_0002060
HP_0001511	HP_0001510
HP_0100447	HP_0010374
HP_0011161	HP_0011157
HP_0100063	HP_0010170
HP_0100063	HP_0010329
HP_0006687	HP_0001679
HP_0012068	HP_0012067
HP_0100676	HP_0100672
HP_0012162	HP_0012158
HP_0004420	HP_0001977
HP_0011410	HP_0001787
HP_0000557	HP_0001087
HP_0009696	HP_0009599
HP_0009696	HP_0010238
HP_0012058	HP_0012056
HP_0008629	HP_0000360
HP_0012044	HP_0012043
HP_0007560	HP_0005882
HP_0006400	HP_0002815
HP_0006400	HP_0010577
HP_0001015	HP_0002624
HP_0001015	HP_0007394
HP_0005102	HP_0000375
HP_0100886	HP_0000284
HP_0100886	HP_0000315
HP_0100886	HP_0000478
HP_0011910	HP_0009803
HP_0010450	HP_0002031
HP_0008265	HP_0003287
HP_0000750	HP_0100543
HP_0002015	HP_0000707
HP_0002015	HP_0002031
HP_0010351	HP_0010177
HP_0010351	HP_0010324
HP_0002893	HP_0011750
HP_0100396	HP_0100367
HP_0100396	HP_0100376
HP_0003196	HP_0005105
HP_0002385	HP_0010551
HP_0007976	HP_0007648
HP_0009613	HP_0009618
HP_0009613	HP_0009942
HP_0009613	HP_0010008
HP_0004634	HP_0003312
HP_0004360	HP_0001939
HP_0003059	HP_0002973
HP_0100379	HP_0010645
HP_0100379	HP_0100363
HP_0100379	HP_0100370
HP_0009477	HP_0006152
HP_0009477	HP_0009308
HP_0009477	HP_0009314
HP_0006094	HP_0006256
HP_0006210	HP_0001180
HP_0008789	HP_0010574
HP_0008789	HP_0010579
HP_0006424	HP_0002818
HP_0002212	HP_0010719
HP_0008677	HP_0000100
HP_0003724	HP_0003797
HP_0008720	HP_0000035
HP_0002044	HP_0007378
HP_0002105	HP_0002088
HP_0008400	HP_0001231
HP_0008400	HP_0001806
HP_0008819	HP_0003367
HP_0005937	HP_0002093
HP_0009789	HP_0004378
HP_0009789	HP_0100838
HP_0007797	HP_0008046
HP_0006768	HP_0003006
HP_0010764	HP_0000499
HP_0007319	HP_0002011
HP_0008055	HP_0000553
HP_0008055	HP_0008056
HP_0007516	HP_0001582
HP_0001114	HP_0000991
HP_0001114	HP_0010604
HP_0100573	HP_0100571
HP_0012222	HP_0001028
HP_0100844	HP_0012090
HP_0000363	HP_0000377
HP_0011694	HP_0011688
HP_0002977	HP_0007319
HP_0010455	HP_0003170
HP_0100164	HP_0100062
HP_0100164	HP_0100093
HP_0003719	HP_0010548
HP_0011876	HP_0001872
HP_0005456	HP_0009120
HP_0005941	HP_0004879
HP_0005237	HP_0001392
HP_0100780	HP_0009903
HP_0005164	HP_0001641
HP_0011819	HP_0000185
HP_0008036	HP_0000556
HP_0010916	HP_0010915
HP_0006077	HP_0006109
HP_0010094	HP_0010093
HP_0010094	HP_0010100
HP_0100307	HP_0001321
HP_0004349	HP_0004348
HP_0100378	HP_0010645
HP_0100378	HP_0100362
HP_0100378	HP_0100369
HP_0001948	HP_0004360
HP_0002243	HP_0002244
HP_0100686	HP_0100685
HP_0002815	HP_0100491
HP_0005938	HP_0012253
HP_0002841	HP_0002719
HP_0010329	HP_0010160
HP_0010329	HP_0010320
HP_0005324	HP_0005346
HP_0011687	HP_0004755
HP_0011772	HP_0000820
HP_0100211	HP_0100086
HP_0100211	HP_0100097
HP_0000260	HP_0000236
HP_0000260	HP_0000239
HP_0011978	HP_0004354
HP_0009204	HP_0004224
HP_0009204	HP_0009383
HP_0009204	HP_0010258
HP_0000358	HP_0000357
HP_0005521	HP_0001977
HP_0100835	HP_0100006
HP_0003799	HP_0002750
HP_0100191	HP_0100066
HP_0100191	HP_0100096
HP_0008569	HP_0008551
HP_0001062	HP_0003764
HP_0002652	HP_0011842
HP_0003085	HP_0002991
HP_0002979	HP_0002814
HP_0002979	HP_0006487
HP_0008666	HP_0000124
HP_0004974	HP_0001680
HP_0005298	HP_0006695
HP_0000537	HP_0000492
HP_0004906	HP_0001986
HP_0008407	HP_0001795
HP_0000821	HP_0002926
HP_0100560	HP_0002817
HP_0100560	HP_0100555
HP_0006344	HP_0006481
HP_0006344	HP_0011070
HP_0010963	HP_0011425
HP_0010512	HP_0010766
HP_0010512	HP_0011732
HP_0008193	HP_0008373
HP_0011709	HP_0005150
HP_0003443	HP_0000759
HP_0000871	HP_0000830
HP_0001171	HP_0001155
HP_0001171	HP_0100257
HP_0004972	HP_0000822
HP_0009238	HP_0006262
HP_0009238	HP_0009380
HP_0011390	HP_0000359
HP_0011116	HP_0011113
HP_0006423	HP_0006491
HP_0009535	HP_0006264
HP_0009535	HP_0009380
HP_0011063	HP_0000676
HP_0011063	HP_0006482
HP_0007779	HP_0008062
HP_0008953	HP_0011957
HP_0004225	HP_0004213
HP_0001993	HP_0001941
HP_0001993	HP_0001946
HP_0002960	HP_0010978
HP_0100701	HP_0010651
HP_0010558	HP_0000932
HP_0010106	HP_0010085
HP_0010106	HP_0010110
HP_0010106	HP_0100388
HP_0002970	HP_0002815
HP_0002970	HP_0002979
HP_0200018	HP_0000642
HP_0200018	HP_0011519
HP_0011691	HP_0011689
HP_0008494	HP_0001132
HP_0007351	HP_0002174
HP_0003252	HP_0012243
HP_0100546	HP_0005344
HP_0100546	HP_0100545
HP_0009299	HP_0009283
HP_0009299	HP_0009408
HP_0006696	HP_0004308
HP_0007511	HP_0001070
HP_0011150	HP_0011148
HP_0003888	HP_0003887
HP_0007800	HP_0100887
HP_0005469	HP_0011217
HP_0011419	HP_0100767
HP_0100110	HP_0100054
HP_0100110	HP_0100088
HP_0004800	HP_0002256
HP_0010061	HP_0010057
HP_0010061	HP_0010176
HP_0011198	HP_0011182
HP_0000066	HP_0000058
HP_0000066	HP_0003241
HP_0010006	HP_0009997
HP_0009277	HP_0009274
HP_0100687	HP_0000356
HP_0006394	HP_0002996
HP_0009697	HP_0001220
HP_0001386	HP_0000969
HP_0001386	HP_0001367
HP_0000282	HP_0000969
HP_0000282	HP_0011799
HP_0001727	HP_0001907
HP_0007503	HP_0008064
HP_0011128	HP_0002031
HP_0009336	HP_0009332
HP_0009336	HP_0009411
HP_0009336	HP_0010247
HP_0002529	HP_0007367
HP_0100435	HP_0010373
HP_0100825	HP_0000159
HP_0100489	HP_0010366
HP_0100489	HP_0010401
HP_0100489	HP_0010410
HP_0100489	HP_0100237
HP_0008233	HP_0008373
HP_0005863	HP_0001156
HP_0003392	HP_0002460
HP_0100439	HP_0010205
HP_0100439	HP_0010385
HP_0000137	HP_0000008
HP_0004433	HP_0002720
HP_0012091	HP_0001732
HP_0003311	HP_0003310
HP_0003311	HP_0008518
HP_0008488	HP_0003300
HP_0000998	HP_0011362
HP_0003029	HP_0003028
HP_0001571	HP_0011079
HP_0001083	HP_0000517
HP_0200028	HP_0011356
HP_0001582	HP_0000973
HP_0100174	HP_0100071
HP_0100174	HP_0100094
HP_0000727	HP_0000726
HP_0007045	HP_0002514
HP_0003125	HP_0010989
HP_0100620	HP_0100728
HP_0000763	HP_0009830
HP_0010809	HP_0000172
HP_0004331	HP_0002703
HP_0004331	HP_0011849
HP_0005246	HP_0005263
HP_0003906	HP_0003846
HP_0003906	HP_0003905
HP_0011530	HP_0011958
HP_0004599	HP_0100569
HP_0005772	HP_0002992
HP_0005772	HP_0006493
HP_0010166	HP_0010160
HP_0010166	HP_0100168
HP_0010634	HP_0004409
HP_0007041	HP_0001287
HP_0002354	HP_0011446
HP_0004025	HP_0004015
HP_0100495	HP_0100494
HP_0012247	HP_0000458
HP_0006486	HP_0006482
HP_0000819	HP_0000818
HP_0000819	HP_0011014
HP_0005206	HP_0012090
HP_0010926	HP_0100018
HP_0004499	HP_0002257
HP_0005406	HP_0001581
HP_0005406	HP_0002718
HP_0100067	HP_0010163
HP_0100067	HP_0010335
HP_0010374	HP_0010176
HP_0010374	HP_0010336
HP_0004271	HP_0005926
HP_0004271	HP_0100039
HP_0007395	HP_0008064
HP_0004728	HP_0001967
HP_0009217	HP_0009247
HP_0009217	HP_0009396
HP_0009217	HP_0010260
HP_0000817	HP_0000735
HP_0011276	HP_0011354
HP_0100589	HP_0008713
HP_0011271	HP_0009912
HP_0100561	HP_0002143
HP_0004234	HP_0009164
HP_0004234	HP_0011001
HP_0004409	HP_0004408
HP_0002135	HP_0002134
HP_0002135	HP_0002514
HP_0100429	HP_0010372
HP_0010333	HP_0005830
HP_0010333	HP_0010320
HP_0010929	HP_0003111
HP_0007098	HP_0001266
HP_0011179	HP_0011176
HP_0011179	HP_0011202
HP_0001612	HP_0001608
HP_0001612	HP_0002795
HP_0003980	HP_0002818
HP_0003980	HP_0003965
HP_0000721	HP_0100851
HP_0009968	HP_0009961
HP_0009968	HP_0009962
HP_0009968	HP_0010004
HP_0009300	HP_0009284
HP_0009300	HP_0009408
HP_0001090	HP_0100887
HP_0008306	HP_0003287
HP_0004003	HP_0004002
HP_0001833	HP_0001760
HP_0005879	HP_0002803
HP_0005879	HP_0005651
HP_0008132	HP_0001760
HP_0008131	HP_0008369
HP_0008131	HP_0010766
HP_0008131	HP_0100925
HP_0002891	HP_0010784
HP_0002891	HP_0100243
HP_0003676	HP_0003679
HP_0002538	HP_0002060
HP_0008221	HP_0011732
HP_0002629	HP_0004296
HP_0002629	HP_0100026
HP_0002078	HP_0001251
HP_0005743	HP_0010574
HP_0005743	HP_0100323
HP_0011323	HP_0000306
HP_0009588	HP_0009591
HP_0009588	HP_0100008
HP_0009421	HP_0009357
HP_0009421	HP_0009447
HP_0003274	HP_0003170
HP_0008428	HP_0003312
HP_0100510	HP_0100509
HP_0004743	HP_0001970
HP_0000405	HP_0000365
HP_0000405	HP_0011452
HP_0007107	HP_0011096
HP_0001070	HP_0001000
HP_0100218	HP_0100082
HP_0100218	HP_0100098
HP_0004910	HP_0001947
HP_0011018	HP_0011017
HP_0009990	HP_0009150
HP_0009990	HP_0009985
HP_0009990	HP_0010006
HP_0004054	HP_0011001
HP_0010979	HP_0003107
HP_0009436	HP_0004172
HP_0009436	HP_0009446
HP_0009436	HP_0009850
HP_0009392	HP_0009152
HP_0009392	HP_0010238
HP_0100796	HP_0000035
HP_0000430	HP_0000429
HP_0000430	HP_0009924
HP_0005468	HP_0002677
HP_0003202	HP_0011805
HP_0011982	HP_0011981
HP_0003907	HP_0003063
HP_0003907	HP_0009809
HP_0011371	HP_0001581
HP_0006903	HP_0009830
HP_0007650	HP_0000602
HP_0004784	HP_0200008
HP_0003584	HP_0003581
HP_0003926	HP_0003063
HP_0003926	HP_0006504
HP_0011224	HP_0011226
HP_0002308	HP_0002438
HP_0003846	HP_0003839
HP_0008024	HP_0000519
HP_0008024	HP_0100018
HP_0000446	HP_0000422
HP_0011046	HP_0006293
HP_0010317	HP_0006713
HP_0011422	HP_0003111
HP_0009681	HP_0009662
HP_0009681	HP_0009692
HP_0009681	HP_0010252
HP_0000035	HP_0000022
HP_0009286	HP_0009282
HP_0009286	HP_0009285
HP_0009286	HP_0009838
HP_0000161	HP_0000204
HP_0011794	HP_0009726
HP_0100771	HP_0002579
HP_0001444	HP_0000006
HP_0011044	HP_0006483
HP_0100296	HP_0004303
HP_0011646	HP_0001680
HP_0100306	HP_0100303
HP_0011618	HP_0011617
HP_0001026	HP_0200042
HP_0003145	HP_0004341
HP_0009907	HP_0000363
HP_0011034	HP_0001939
HP_0004408	HP_0000366
HP_0004408	HP_0000759
HP_0002694	HP_0002693
HP_0009071	HP_0003198
HP_0001969	HP_0000091
HP_0009593	HP_0008069
HP_0009593	HP_0100008
HP_0000140	HP_0000008
HP_0000140	HP_0008373
HP_0001706	HP_0004306
HP_0001082	HP_0005264
HP_0005372	HP_0002846
HP_0006948	HP_0002448
HP_0006948	HP_0007105
HP_0000368	HP_0000358
HP_0000368	HP_0000369
HP_0004474	HP_0001476
HP_0007230	HP_0007078
HP_0001258	HP_0002061
HP_0001258	HP_0010550
HP_0005407	HP_0005403
HP_0010859	HP_0001623
HP_0010823	HP_0011329
HP_0002651	HP_0002652
HP_0009112	HP_0009109
HP_0009559	HP_0009542
HP_0009559	HP_0009548
HP_0009559	HP_0009837
HP_0011296	HP_0011196
HP_0001075	HP_0000987
HP_0001075	HP_0004334
HP_0005508	HP_0001909
HP_0005508	HP_0010701
HP_0005684	HP_0002803
HP_0002401	HP_0001297
HP_0011045	HP_0006293
HP_0000543	HP_0000587
HP_0009796	HP_0009794
HP_0004763	HP_0004755
HP_0009781	HP_0001100
HP_0007021	HP_0007328
HP_0007115	HP_0002084
HP_0010425	HP_0010421
HP_0010425	HP_0010428
HP_0003106	HP_0002813
HP_0004848	HP_0006721
HP_0010678	HP_0000805
HP_0005689	HP_0001018
HP_0010882	HP_0001641
HP_0100302	HP_0100303
HP_0010995	HP_0004354
HP_0012229	HP_0002921
HP_0005191	HP_0004976
HP_0001540	HP_0010991
HP_0008122	HP_0008368
HP_0001970	HP_0001969
HP_0011079	HP_0000706
HP_0004607	HP_0004568
HP_0100098	HP_0010341
HP_0010579	HP_0005930
HP_0100580	HP_0100751
HP_0006146	HP_0005913
HP_0010796	HP_0009733
HP_0002880	HP_0002795
HP_0011579	HP_0006695
HP_0010165	HP_0010160
HP_0010165	HP_0010580
HP_0002638	HP_0004418
HP_0100928	HP_0100924
HP_0009391	HP_0009152
HP_0009391	HP_0010237
HP_0005072	HP_0001382
HP_0010255	HP_0010237
HP_0010255	HP_0010243
HP_0001827	HP_0012243
HP_0011283	HP_0011282
HP_0006610	HP_0004404
HP_0007747	HP_0000666
HP_0009157	HP_0009153
HP_0009157	HP_0009388
HP_0009157	HP_0010274
HP_0004889	HP_0002747
HP_0011535	HP_0011534
HP_0100228	HP_0100081
HP_0100228	HP_0100099
HP_0005560	HP_0011902
HP_0001443	HP_0001469
HP_0011501	HP_0001142
HP_0008587	HP_0000407
HP_0009699	HP_0001155
HP_0009699	HP_0002797
HP_0002982	HP_0002979
HP_0002982	HP_0002992
HP_0012285	HP_0000864
HP_0012285	HP_0002443
HP_0001657	HP_0003115
HP_0008204	HP_0000826
HP_0008204	HP_0100619
HP_0011692	HP_0011689
HP_0000895	HP_0000889
HP_0011053	HP_0011051
HP_0100855	HP_0009004
HP_0100855	HP_0009784
HP_0001254	HP_0004372
HP_0001973	HP_0001873
HP_0001973	HP_0002960
HP_0007583	HP_0001009
HP_0010104	HP_0010067
HP_0010104	HP_0010744
HP_0010570	HP_0011436
HP_0011607	HP_0001669
HP_0100925	HP_0011001
HP_0010251	HP_0010233
HP_0010251	HP_0010243
HP_0003538	HP_0004355
HP_0003337	HP_0012200
HP_0002745	HP_0011830
HP_0100466	HP_0010208
HP_0100466	HP_0010388
HP_0100466	HP_0100934
HP_0100357	HP_0010333
HP_0011945	HP_0006530
HP_0003938	HP_0009811
HP_0003938	HP_0100238
HP_0011298	HP_0011356
HP_0011866	HP_0003110
HP_0011889	HP_0001892
HP_0010077	HP_0010053
HP_0010077	HP_0010059
HP_0010077	HP_0010186
HP_0100817	HP_0000822
HP_0100817	HP_0008776
HP_0009959	HP_0009316
HP_0009959	HP_0009958
HP_0001587	HP_0000137
HP_0007935	HP_0007787
HP_0009843	HP_0009767
HP_0009843	HP_0009833
HP_0002079	HP_0007370
HP_0003175	HP_0003174
HP_0002055	HP_0000178
HP_0006753	HP_0002577
HP_0006753	HP_0007378
HP_0002936	HP_0003474
HP_0008163	HP_0011731
HP_0008034	HP_0000525
HP_0001351	HP_0001311
HP_0002389	HP_0007375
HP_0007675	HP_0000662
HP_0006069	HP_0001216
HP_0011677	HP_0001636
HP_0009337	HP_0009332
HP_0009337	HP_0009412
HP_0009337	HP_0010248
HP_0012234	HP_0001913
HP_0012007	HP_0012002
HP_0001412	HP_0006562
HP_0006454	HP_0003045
HP_0006454	HP_0011849
HP_0002741	HP_0005420
HP_0005548	HP_0012143
HP_0004902	HP_0003128
HP_0010519	HP_0001557
HP_0001043	HP_0001015
HP_0011964	HP_0004305
HP_0001795	HP_0002164
HP_0004285	HP_0005922
HP_0001425	HP_0000005
HP_0008211	HP_0011768
HP_0005155	HP_0004308
HP_0005010	HP_0002754
HP_0100371	HP_0010185
HP_0100371	HP_0010343
HP_0100371	HP_0010383
HP_0100371	HP_0010392
HP_0003704	HP_0001324
HP_0010900	HP_0010899
HP_0011414	HP_0100767
HP_0100207	HP_0100082
HP_0100207	HP_0100097
HP_0003654	HP_0004353
HP_0010997	HP_0003220
HP_0010922	HP_0000518
HP_0002786	HP_0002779
HP_0002786	HP_0002780
HP_0003095	HP_0001369
HP_0011565	HP_0005120
HP_0005789	HP_0011001
HP_0006248	HP_0001376
HP_0006248	HP_0003019
HP_0011025	HP_0001626
HP_0100446	HP_0010362
HP_0009579	HP_0006152
HP_0009579	HP_0009574
HP_0009579	HP_0009586
HP_0000662	HP_0000504
HP_0000238	HP_0002118
HP_0007702	HP_0011512
HP_0010527	HP_0010524
HP_0010527	HP_0011730
HP_0010373	HP_0010175
HP_0010373	HP_0010336
HP_0100578	HP_0009125
HP_0011827	HP_0000288
HP_0004552	HP_0000987
HP_0004552	HP_0002293
HP_0012146	HP_0003256
HP_0012138	HP_0012137
HP_0009248	HP_0009174
HP_0009248	HP_0009284
HP_0009248	HP_0010245
HP_0000866	HP_0009798
HP_0009994	HP_0009987
HP_0009994	HP_0009988
HP_0009994	HP_0010004
HP_0009684	HP_0009662
HP_0009684	HP_0009695
HP_0009684	HP_0010255
HP_0009414	HP_0009320
HP_0009414	HP_0010232
HP_0003791	HP_0004303
HP_0011269	HP_0009912
HP_0005606	HP_0000995
HP_0010083	HP_0010053
HP_0010083	HP_0010065
HP_0010083	HP_0010192
HP_0200044	HP_0011368
HP_0009886	HP_0003328
HP_0100249	HP_0010766
HP_0001965	HP_0000234
HP_0012002	HP_0011157
HP_0009223	HP_0009247
HP_0009223	HP_0009402
HP_0009223	HP_0010266
HP_0010713	HP_0001770
HP_0004048	HP_0003019
HP_0010300	HP_0001608
HP_0001355	HP_0000256
HP_0010144	HP_0010119
HP_0010144	HP_0010124
HP_0012041	HP_0000144
HP_0011281	HP_0003110
HP_0005640	HP_0002948
HP_0005640	HP_0003422
HP_0010018	HP_0006134
HP_0010018	HP_0009689
HP_0010018	HP_0010014
HP_0010018	HP_0010271
HP_0009196	HP_0005913
HP_0009196	HP_0010577
HP_0005731	HP_0003103
HP_0100490	HP_0005651
HP_0100490	HP_0006261
HP_0002421	HP_0001324
HP_0003182	HP_0003170
HP_0010855	HP_0011201
HP_0003116	HP_0001627
HP_0007437	HP_0008069
HP_0008346	HP_0011895
HP_0009581	HP_0009544
HP_0009581	HP_0009547
HP_0009581	HP_0009852
HP_0100787	HP_0008775
HP_0007363	HP_0002062
HP_0007363	HP_0002977
HP_0001414	HP_0001397
HP_0003993	HP_0002997
HP_0003993	HP_0003971
HP_0000885	HP_0000772
HP_0010178	HP_0005686
HP_0010178	HP_0100924
HP_0011363	HP_0001595
HP_0000471	HP_0004296
HP_0009555	HP_0000600
HP_0008678	HP_0012210
HP_0100853	HP_0000769
HP_0012261	HP_0002795
HP_0009239	HP_0004225
HP_0009239	HP_0009376
HP_0002503	HP_0003133
HP_0004122	HP_0005105
HP_0012123	HP_0000554
HP_0100308	HP_0002120
HP_0007471	HP_0009123
HP_0002862	HP_0009725
HP_0010183	HP_0010161
HP_0100557	HP_0100556
HP_0100557	HP_0100559
HP_0003961	HP_0002973
HP_0005352	HP_0005374
HP_0100381	HP_0100362
HP_0100381	HP_0100372
HP_0100381	HP_0100387
HP_0009055	HP_0003700
HP_0005045	HP_0003034
HP_0010044	HP_0010042
HP_0010044	HP_0010049
HP_0006694	HP_0005146
HP_0100105	HP_0100049
HP_0100105	HP_0100088
HP_0006045	HP_0009803
HP_0010409	HP_0010199
HP_0010409	HP_0010352
HP_0010409	HP_0010357
HP_0010409	HP_0100935
HP_0009345	HP_0009332
HP_0009345	HP_0009420
HP_0009345	HP_0010256
HP_0012167	HP_0100716
HP_0004376	HP_0100836
HP_0100545	HP_0005114
HP_0004831	HP_0001907
HP_0100587	HP_0000036
HP_0009702	HP_0001191
HP_0009702	HP_0004278
HP_0009702	HP_0100266
HP_0009920	HP_0001034
HP_0004197	HP_0009172
HP_0004197	HP_0009700
HP_0004197	HP_0009773
HP_0001125	HP_0000505
HP_0002353	HP_0001311
HP_0010932	HP_0001939
HP_0007064	HP_0002344
HP_0007903	HP_0000533
HP_0006955	HP_0001317
HP_0100215	HP_0100079
HP_0100215	HP_0100098
HP_0010668	HP_0005557
HP_0006915	HP_0002505
HP_0100959	HP_0000944
HP_0006184	HP_0010488
HP_0004754	HP_0005110
HP_0003215	HP_0010995
HP_0003215	HP_0012072
HP_0000483	HP_0000539
HP_0000483	HP_0100691
HP_0009069	HP_0003737
HP_0007307	HP_0002344
HP_0008753	HP_0010565
HP_0005461	HP_0001999
HP_0009510	HP_0009496
HP_0009510	HP_0009499
HP_0009510	HP_0010254
HP_0005288	HP_0000366
HP_0006802	HP_0000759
HP_0011741	HP_0000859
HP_0004686	HP_0010672
HP_0004686	HP_0010743
HP_0100324	HP_0001072
HP_0009273	HP_0004097
HP_0009273	HP_0004188
HP_0010909	HP_0010902
HP_0009129	HP_0002817
HP_0009129	HP_0003202
HP_0005263	HP_0004295
HP_0004400	HP_0002577
HP_0011081	HP_0001572
HP_0011081	HP_0011063
HP_0004188	HP_0001167
HP_0003745	HP_0000005
HP_0003652	HP_0000093
HP_0004991	HP_0008905
HP_0009986	HP_0009985
HP_0009986	HP_0009998
HP_0009251	HP_0009249
HP_0009251	HP_0009394
HP_0009251	HP_0010247
HP_0003908	HP_0003922
HP_0006315	HP_0011064
HP_0009278	HP_0009273
HP_0009278	HP_0009465
HP_0010156	HP_0010120
HP_0010156	HP_0010125
HP_0000230	HP_0000168
HP_0100022	HP_0000707
HP_0008309	HP_0003215
HP_0002384	HP_0007359
HP_0002384	HP_0011146
HP_0008705	HP_0000073
HP_0011745	HP_0008256
HP_0010059	HP_0010057
HP_0010059	HP_0010174
HP_0001953	HP_0000819
HP_0001953	HP_0001993
HP_0001423	HP_0001417
HP_0011544	HP_0011534
HP_0100496	HP_0004340
HP_0100860	HP_0011934
HP_0010051	HP_0001844
HP_0010051	HP_0100498
HP_0010298	HP_0000157
HP_0000987	HP_0011354
HP_0000987	HP_0100699
HP_0011531	HP_0004327
HP_0011814	HP_0004352
HP_0008786	HP_0003796
HP_0100806	HP_0010978
HP_0000846	HP_0011733
HP_0012241	HP_0008049
HP_0011759	HP_0002893
HP_0006462	HP_0004349
HP_0000912	HP_0000782
HP_0012071	HP_0010967
HP_0006431	HP_0006489
HP_0100337	HP_0100338
HP_0100691	HP_0000481
HP_0100668	HP_0002242
HP_0100668	HP_0011140
HP_0008774	HP_0008771
HP_0008774	HP_0011390
HP_0003826	HP_0011420
HP_0001036	HP_0011368
HP_0011151	HP_0002133
HP_0011151	HP_0007270
HP_0010869	HP_0010867
HP_0100033	HP_0100022
HP_0011589	HP_0011587
HP_0011640	HP_0011636
HP_0005217	HP_0002012
HP_0010159	HP_0010123
HP_0010159	HP_0010125
HP_0004735	HP_0012210
HP_0005193	HP_0001376
HP_0002876	HP_0002789
HP_0100076	HP_0010172
HP_0100076	HP_0010335
HP_0100334	HP_0100338
HP_0000370	HP_0000598
HP_0010638	HP_0010679
HP_0005982	HP_0010893
HP_0002310	HP_0100660
HP_0005707	HP_0001199
HP_0100136	HP_0100056
HP_0100136	HP_0100091
HP_0000851	HP_0000821
HP_0010365	HP_0010179
HP_0010365	HP_0010330
HP_0010365	HP_0100235
HP_0003939	HP_0003938
HP_0003939	HP_0100745
HP_0011525	HP_0000525
HP_0100521	HP_0000777
HP_0100521	HP_0011793
HP_0009492	HP_0006263
HP_0009492	HP_0010232
HP_0008081	HP_0001760
HP_0000649	HP_0000504
HP_0100946	HP_0010184
HP_0100946	HP_0100924
HP_0000698	HP_0006482
HP_0001912	HP_0001911
HP_0003226	HP_0003204
HP_0000132	HP_0000140
HP_0004219	HP_0004213
HP_0100000	HP_0008373
HP_0100380	HP_0010645
HP_0100380	HP_0100364
HP_0100380	HP_0100371
HP_0009858	HP_0009774
HP_0009858	HP_0009834
HP_0012181	HP_0009830
HP_0000524	HP_0008054
HP_0000524	HP_0100579
HP_0003144	HP_0003117
HP_0012165	HP_0011297
HP_0006807	HP_0007074
HP_0006807	HP_0200012
HP_0009701	HP_0001163
HP_0009701	HP_0004278
HP_0009701	HP_0100265
HP_0005819	HP_0009381
HP_0005819	HP_0009803
HP_0005819	HP_0009843
HP_0011826	HP_0000288
HP_0006989	HP_0001273
HP_0005151	HP_0001680
HP_0000429	HP_0010938
HP_0008111	HP_0010055
HP_0006291	HP_0000696
HP_0008076	HP_0009132
HP_0012286	HP_0002443
HP_0002486	HP_0011804
HP_0007875	HP_0000618
HP_0100487	HP_0010390
HP_0000607	HP_0000606
HP_0000607	HP_0100678
HP_0010513	HP_0002514
HP_0010513	HP_0011747
HP_0006495	HP_0002997
HP_0006495	HP_0006503
HP_0007158	HP_0007076
